neighbourhood
Agassiz
Airport
Alpine Place
Amber Trails
Archwood
Armstrong Point
Assiniboia Downs
Assiniboine Park
Assiniboine South
Beaumont
Betsworth
Birchwood
Booth
Bridgwater Centre
Bridgwater Forest
Bridgwater Lakes
Bridgwater Trails
Broadway - Assiniboine
Brockville
Brooklands
Bruce Park
Buchanan
Burrows - Keewatin
Burrows Central
Canterbury Park
Centennial
Central Park
Central River Heights
Central St. Boniface
Chalmers
Charleswood
Charleswood-Tuxedo
Chevrier
China Town
Civic Centre
Cloutier Drive
Colony
Crescent Park
Crescentwood
Crestview
Dakota Crossing
Daniel McIntyre
Deer Lodge
Downtown East
Downtown West
Downtown Winnipeg
Dufferin
Dufferin Industrial
Dufresne
Dugald
Eaglemere
Earl Grey
East Elmwood
East Kildonan
Ebby - Wentworth
Edgeland
Elm Park
Elmhurst
Elwmood-East Kildonan
Eric Coy
Exchange District
Fairfield Park
"Forks, the"
Fort Garry
Fort Garry North
Fort Garry South
Fort Richmond
Fort Rouge
Fort Rouge-East Fort Garry
Garden City
Glendale
Glenelm
Glenwood
Grant Park
Grassie
Griffin
H[edit]
Heritage Park
Holden
Inkster
Inkster - Faraday
Inkster East
Inkster Gardens
Inkster Industrial Park
Inkster West
Island Lakes
J.B. Mitchell
Jameswood
Jefferson
Kensington
Kern Park
Kil-cona Park
Kildare - Redonda
Kildonan Crossing
Kildonan Drive
Kildonan Park
King Edward
Kingston Crescent
Kirkfield
La Barriere
Lavalee
Legislature
Leila - McPhillips Triangle
Leila North
Linden Ridge
Linden Woods
Logan - C.P.R
Lord Roberts
Lord Selkirk Park
Luxton
Maginot
Mandalay West
Maple Grove Park
"Maples, the"
Margaret Park
Marlton
Mathers
Maybank
McCleod Industrial
McMillan
Meadowood
Meadows
Melrose
Minnetonka
"Mint, the"
Minto
Mission Gardens
Mission Industrial
Montcalm
Munroe East
Munroe West
Murray Industrial Park
Mynarski
Niakwa Park
Niakwa Place
Norberry
Normand Park
North End
North Inkster Industrial
North Kildonan
North Point Douglas
North River Heights
North St. Boniface
North Transcona Yards
Norwood East
Norwood West
Oak Point Highway
Old Kildonan
Old Tuxedo
Omand's Creek Industrial
Osborne Village
Parc La Salle
Parker
Peguis
Pembina Strip
Point Douglas
Point Douglas North
Point Douglas South
Point Road
Polo Park
Portage - Ellice
Portage and Main
Pulberry
R[edit]
Radisson
References
Regent
Richmond Lakes
"Richmond West, Winnipeg"
Ridgedale
Ridgewood South
River - Osborne
River East
River East East
River East South
River East West
River Heights
River Heights East
River Heights West
River Heights-Fort Garry
River Park South
River West Park
Riverbend
Rivergrove
Riverview
Robertson
Roblin Park
Rockwood
Roslyn
Rosser - Old Kildonan
Rossmere - A
Rossmere - B
Royalwood
Sage Creek
Sargent Park
Saskatchewan North
Seven Oaks
Seven Oaks East
Seven Oaks West
Shaughnessy Park
Silver Heights
Sir John Franklin
South Point Douglas
South Pointe
South Portage
South River Heights
South Tuxedo
Southboine
Southdale
Southland Park
Spence
Springfield North
Springfield South
St Boniface East
St Boniface West
St James-Assiniboia East
St James-Assiniboia West
St Vital North
St Vital South
St. Boniface
St. Boniface Industrial
St. Charles
St. George
St. James - Brooklands
St. James Industrial
St. John's
St. John's Park
St. Matthews
St. Norbert
St. Vital
St. Vital Perimeter South
St.James - Assiniboia
Stock Yards
Sturgeon Creek
Symington Yards
Talbot - Grey
Templeton - Sinclair
Tissot
Transcona
Transcona North
Transcona South
Transcona Yards
Trappistes
Turnbull Drive
Tuxedo
Tuxedo Industrial
Tyndall Park
Tyne-Tees
University
Valhalla
Valley Gardens
Varennes
Varsity View
Vialoux
Victoria Crescent
Victoria West
Vista
Waverley Heights
Waverley West B
Waverley West D
Wellington Crescent
West Alexander
West Broadway
West End
West Fort Garry Industrial
West Kildonan
West Kildonan Industrial
West Perimeter South
West Wolseley
Westdale
Weston
Weston Shops
Westwood
Whyte Ridge
Wildwood
Wildwood Park
Wilkes South
William Whyte
Windsor Park
Wolseley
Woodhaven
Worthington
